OCCURRENCE_ID,LOCATION_TYPE,ADMIN_LEVEL,GAUL_AD1,GAUL_AD2,UNIQUE_LOCATION,YEAR,LATITUDE,LONGITUDE,COUNTRY,REGION
856,point,-999,2850,37618,946,2003,40.463,37.4364,Turkey,Europe
857,point,-999,2850,37623,950,2003,40.4992,37.546,Turkey,Europe
858,polygon,2,3176,28571,2057557,2003,40.118,36.2957,Turkey,Europe
859,point,-999,2850,37623,810,2003,40.3928,36.0689,Turkey,Europe
860,point,-999,2850,37623,926,2003,40.3368,36.1967,Turkey,Europe
861,point,-999,2850,37623,942,2003,40.4456,35.9713,Turkey,Europe
862,point,-999,2850,37623,948,2003,40.4702,36.3648,Turkey,Europe
863,point,-999,2850,37623,954,2003,40.5411,36.3023,Turkey,Europe
864,point,-999,2850,37623,812,2003,40.3148,35.8821,Turkey,Europe
865,point,-999,2850,37623,875,2003,40.1146,35.6247,Turkey,Europe
866,point,-999,2850,37623,876,2003,40.1192,35.7414,Turkey,Europe
867,point,-999,2850,37623,884,2003,40.152,36.1112,Turkey,Europe
868,point,-999,2850,37623,888,2003,40.1626,36.0594,Turkey,Europe
869,point,-999,2850,37623,892,2003,40.1868,35.6548,Turkey,Europe
870,point,-999,2850,37623,896,2003,40.217,35.947,Turkey,Europe
871,point,-999,2850,37623,927,2003,40.3524,35.7737,Turkey,Europe
872,polygon,2,3176,28571,850,2003,39.9935,36.2939,Turkey,Europe
873,point,-999,2850,37623,859,2003,40.0371,36.2877,Turkey,Europe
874,point,-999,2850,37623,851,2003,39.9986,36.0868,Turkey,Europe
875,point,-999,2850,37623,856,2003,40.0376,36.1258,Turkey,Europe
876,point,-999,2850,37623,858,2003,40.0348,36.0481,Turkey,Europe
877,point,-999,2850,37623,870,2003,40.083,35.9964,Turkey,Europe
878,point,-999,2850,37623,803,2003,40.5974,36.9453,Turkey,Europe
879,point,-999,2850,37623,455,2003,40.2548,40.2243,Turkey,Europe
880,point,-999,2850,37623,905,2003,40.282,41.5315,Turkey,Europe
881,point,-999,2850,37623,838,2003,39.9074,41.2651,Turkey,Europe
882,point,-999,2850,37623,959,2003,40.6265,42.3357,Turkey,Europe
883,point,-999,2850,37623,962,2003,40.6666,42.2851,Turkey,Europe
884,point,-999,2850,37623,837,2003,39.879,42.1669,Turkey,Europe
885,point,-999,2850,37623,868,2003,40.0769,41.97,Turkey,Europe
886,point,-999,2850,37623,874,2003,40.1071,42.3152,Turkey,Europe
887,point,-999,2850,37623,939,2003,40.4197,41.8943,Turkey,Europe
888,point,-999,2850,37623,952,2003,40.5276,41.9744,Turkey,Europe
889,point,-999,2850,37629,957,2003,40.6146,42.0483,Turkey,Europe
890,point,-999,2850,37629,963,2003,40.7435,41.8357,Turkey,Europe
891,point,-999,2850,37629,937,2003,40.4034,35.6368,Turkey,Europe
892,point,-999,2850,37629,82,2003,40.4383,39.508,Turkey,Europe
893,point,-999,2850,37629,882,2003,40.146,39.2868,Turkey,Europe
894,point,-999,2850,37629,2056781,2003,39.9216,32.8566,Turkey,Europe
895,point,-999,2850,37629,947,2003,40.4684,37.9126,Turkey,Europe
896,point,-999,2850,37629,1047,2003,38.415,27.145,Turkey,Europe
897,point,-999,2850,37629,961,2003,40.6311,41.3687,Turkey,Europe
898,point,-999,2850,37629,965,2003,40.8694,41.7161,Turkey,Europe
899,point,-999,2850,37629,80,2003,41.1797,41.8174,Turkey,Europe
900,point,-999,2850,37629,973,2003,41.1568,41.7959,Turkey,Europe
901,point,-999,2850,37629,842,2003,39.9219,35.5628,Turkey,Europe
902,point,-999,2850,37629,844,2003,39.9574,35.3621,Turkey,Europe
903,point,-999,2850,37629,847,2003,39.9801,35.4051,Turkey,Europe
904,point,-999,2850,37629,849,2003,39.9911,35.569,Turkey,Europe
905,point,-999,2850,37629,853,2003,40.0056,35.3639,Turkey,Europe
906,point,-999,2850,37629,854,2003,40.0163,35.42,Turkey,Europe
907,point,-999,2850,37629,863,2003,40.0815,35.6334,Turkey,Europe
908,point,-999,2850,37629,867,2003,40.0705,35.4153,Turkey,Europe
909,point,-999,2850,37629,873,2003,40.1006,35.4367,Turkey,Europe
910,point,-999,2850,37629,886,2003,40.156,35.3628,Turkey,Europe
911,polygon,2,1489,17633,833,2003,39.8077,35.1868,Turkey,Europe
912,polygon,2,2272,40314,841,2003,39.9215,35.4012,Turkey,Europe
913,polygon,2,2013,19522,821,2003,39.6753,35.7205,Turkey,Europe
914,polygon,2,2013,19522,822,2003,39.6753,35.8815,Turkey,Europe
915,polygon,2,2013,19522,824,2003,39.7189,35.6603,Turkey,Europe
916,polygon,2,2013,19522,836,2003,39.8785,35.8386,Turkey,Europe
917,polygon,2,2013,19522,846,2003,39.9732,35.9659,Turkey,Europe
918,polygon,2,2013,19522,964,2003,40.8516,33.4288,Turkey,Europe
919,polygon,2,2275,40347,966,2003,40.8752,33.6664,Turkey,Europe
920,polygon,2,3089,28298,967,2003,40.8957,33.5453,Turkey,Europe
921,polygon,2,3089,28298,968,2003,40.9436,33.6159,Turkey,Europe
922,polygon,2,3089,28294,970,2003,40.9709,33.5426,Turkey,Europe
923,polygon,2,3089,28294,971,2003,40.9846,33.6386,Turkey,Europe
924,polygon,2,724,12061,817,2003,39.2792,33.9137,Turkey,Europe
925,point,-999,2272,40305,461,2003,40.61,43.098,Turkey,Europe
926,point,-999,2272,40305,456,2003,39.7442,39.4972,Turkey,Europe
927,point,-999,2272,40305,829,2003,39.7667,38.5092,Turkey,Europe
928,point,-999,2272,40305,820,2003,39.664,39.6712,Turkey,Europe
929,point,-999,2272,40305,823,2003,39.6971,37.299,Turkey,Europe
930,point,-999,2272,40305,825,2003,39.7513,37.0036,Turkey,Europe
931,point,-999,2272,40305,835,2003,39.8736,37.1157,Turkey,Europe
932,point,-999,2272,40305,826,2003,39.7531,36.1739,Turkey,Europe
933,point,-999,2272,40305,827,2003,39.7542,36.3201,Turkey,Europe
934,point,-999,2272,40305,830,2003,39.7721,36.3546,Turkey,Europe
935,point,-999,2272,40305,831,2003,39.7773,36.7632,Turkey,Europe
936,point,-999,2272,40305,834,2003,39.8214,36.7036,Turkey,Europe
937,point,-999,2272,40305,843,2003,39.9454,36.2914,Turkey,Europe
938,point,-999,2272,40305,845,2003,39.96,36.6646,Turkey,Europe
939,point,-999,2272,40302,862,2003,40.041,36.7131,Turkey,Europe
940,point,-999,2272,40302,881,2003,40.1417,36.7275,Turkey,Europe
941,point,-999,2272,40302,883,2003,40.1486,36.8141,Turkey,Europe
942,point,-999,2272,40302,889,2003,40.1676,36.888,Turkey,Europe
943,polygon,2,724,12061,877,2003,40.1234,38.2798,Turkey,Europe
944,polygon,2,2850,37629,887,2003,40.1561,38.0474,Turkey,Europe
945,polygon,2,1565,36791,840,2003,39.9211,37.3193,Turkey,Europe
946,polygon,2,1565,36791,861,2003,40.0381,37.4775,Turkey,Europe
947,polygon,2,3089,28300,906,2003,40.283,37.9304,Turkey,Europe
948,polygon,2,3089,28300,907,2003,40.2847,38.0085,Turkey,Europe
949,point,-999,2272,40313,828,2003,39.7622,38.2767,Turkey,Europe
950,point,-999,2272,40313,832,2003,39.8075,38.3495,Turkey,Europe
951,point,-999,2272,40313,818,2003,39.3314,36.2997,Turkey,Europe
952,point,-999,2272,40313,819,2003,39.6537,36.1991,Turkey,Europe
953,point,-999,2272,40313,855,2003,40.021,38.7272,Turkey,Europe
954,point,-999,2272,40313,857,2003,40.032,38.637,Turkey,Europe
955,point,-999,2272,40313,839,2003,39.9138,37.7652,Turkey,Europe
956,polygon,2,3087,28275,852,2003,39.9995,37.77,Turkey,Europe
957,point,-999,2272,40301,895,2003,40.215,37.534,Turkey,Europe
958,point,-999,2272,40301,900,2003,40.2475,37.5804,Turkey,Europe
959,point,-999,2272,40310,974,2003,41.3528,32.8319,Turkey,Europe
960,polygon,2,3087,28275,969,2003,40.9554,32.6359,Turkey,Europe
961,point,-999,2272,40314,626,2003,37.8407,27.8359,Turkey,Europe
962,polygon,2,721,12026,816,2003,39.2499,41.3444,Turkey,Europe
963,point,-999,2272,40306,289,2004,31.6114,65.6982,Afghanistan,Asia
964,point,-999,2272,40306,2033160,2004,42.2105,20.3789,Albania,Europe
965,point,-999,2272,40306,2033209,2004,42.0758,20.4189,Albania,Europe
966,point,-999,2272,40306,624,2004,46.077,18.2208,Hungary,Europe
967,point,-999,2272,40306,37,2004,34.64,50.88,Iran  (Islamic Republic of),Asia
968,point,-999,2272,40306,407,2004,30.278,57.063,Iran  (Islamic Republic of),Asia
969,point,-999,2272,23621,411,2004,36.6684,48.4861,Iran  (Islamic Republic of),Asia
970,point,-999,2272,23621,405,2004,36.2681,50.0039,Iran  (Islamic Republic of),Asia
971,point,-999,2272,23621,409,2004,35.5726,53.3963,Iran  (Islamic Republic of),Asia
972,point,-999,2272,23621,285,2004,31.8921,54.3521,Iran  (Islamic Republic of),Asia
973,point,-999,2272,23621,406,2004,34.7983,48.517,Iran  (Islamic Republic of),Asia
974,point,-999,2272,23621,39,2004,32.7004,51.0449,Iran  (Islamic Republic of),Asia
975,point,-999,2272,40312,657,2004,27.2067,60.6901,Iran  (Islamic Republic of),Asia
976,polygon,2,3089,28296,38,2004,31.0418,61.4939,Iran  (Islamic Republic of),Asia
977,point,-999,2272,23614,1058,2004,36.8412,54.4343,Iran  (Islamic Republic of),Asia
978,point,-999,2275,40348,658,2004,31.5104,50.8309,Iran  (Islamic Republic of),Asia
979,point,-999,2275,40344,361,2004,32.324,50.8646,Iran  (Islamic Republic of),Asia
980,point,-999,2275,40345,656,2004,31.9647,51.2934,Iran  (Islamic Republic of),Asia
981,polygon,2,3089,28296,486,2004,36.2133,58.7961,Iran  (Islamic Republic of),Asia
982,point,-999,2275,40329,472,2004,36.6447,59.1154,Iran  (Islamic Republic of),Asia
983,point,-999,2275,40329,491,2004,35.2737,59.2177,Iran  (Islamic Republic of),Asia
984,point,-999,2275,40329,479,2004,34.3553,58.6848,Iran  (Islamic Republic of),Asia
985,polygon,2,3087,28278,474,2004,37.0771,57.5066,Iran  (Islamic Republic of),Asia
986,polygon,2,3087,28278,490,2004,34.7422,60.775,Iran  (Islamic Republic of),Asia
987,polygon,2,3038,27680,482,2004,35.2383,58.4658,Iran  (Islamic Republic of),Asia
988,point,-999,33113,41067,469,2004,35.2636,57.9632,Iran  (Islamic Republic of),Asia
989,point,-999,33113,41067,471,2004,37.4781,57.3225,Iran  (Islamic Republic of),Asia
990,point,-999,33113,41067,489,2004,37.3985,57.9254,Iran  (Islamic Republic of),Asia
991,point,-999,33113,41067,480,2004,36.951,56.3722,Iran  (Islamic Republic of),Asia
992,point,-999,33113,41067,476,2004,34.0191,58.1726,Iran  (Islamic Republic of),Asia
993,point,-999,33113,41067,473,2004,37.4443,59.1092,Iran  (Islamic Republic of),Asia
994,point,-999,33113,41067,481,2004,36.9951,59.7529,Iran  (Islamic Republic of),Asia
995,point,-999,33113,41067,484,2004,36.293,59.5981,Iran  (Islamic Republic of),Asia
996,point,-999,1550,40994,492,2004,35.2445,60.6212,Iran  (Islamic Republic of),Asia
997,point,-999,1550,40994,478,2004,37.1061,58.5132,Iran  (Islamic Republic of),Asia
998,point,-999,1550,40994,477,2004,33.7278,59.1875,Iran  (Islamic Republic of),Asia
999,point,-999,1550,40994,483,2004,34.5758,60.1405,Iran  (Islamic Republic of),Asia
1000,point,-999,1550,40994,485,2004,31.5428,60.0362,Iran  (Islamic Republic of),Asia
1001,point,-999,1550,40994,488,2004,36.5444,61.1595,Iran  (Islamic Republic of),Asia
1002,point,-999,1550,40994,487,2004,36.2155,57.6686,Iran  (Islamic Republic of),Asia
1003,point,-999,1550,40994,470,2004,32.8842,59.2108,Iran  (Islamic Republic of),Asia
1004,point,-999,1563,41140,475,2004,35.7072,59.8508,Iran  (Islamic Republic of),Asia
1005,point,-999,1563,41140,291,2004,31.3396,45.1017,Iraq,Asia
1006,point,-999,1563,41140,294,2004,42.9115,68.3426,Kazakhstan,Asia
1007,point,-999,1563,41140,293,2004,42.6685,69.7617,Kazakhstan,Asia
1008,point,-999,1563,41140,2052939,2004,33.606,73.0436,Pakistan,Asia
1009,point,-999,1563,41140,2052892,2004,30.2075,67.0104,Pakistan,Asia
1010,point,-999,1563,41140,290,2004,30.7,68.36,Pakistan,Asia
1011,point,-999,1563,41140,414,2004,30.919,66.4548,Pakistan,Asia
1012,polygon,2,2277,40395,417,2004,30.3848,67.7278,Pakistan,Asia
1013,polygon,2,2274,23638,6,2004,45.0444,41.9777,Russian Federation,Asia
1014,point,-999,3066,28035,1018063,2004,43.2012,44.989,Russian Federation,Asia
1015,point,-999,3066,28035,1151,2004,14.4443,-17.0183,Senegal,Africa
1016,point,-999,3054,27871,297,2004,14.4706,-16.9842,Senegal,Africa
1017,point,-999,3054,27871,2076862,2004,14.7345,-17.328,Senegal,Africa
1018,point,-999,3054,27871,219,2004,42.4826,20.7459,Serbia,Asia
1019,point,-999,3040,27712,244,2004,42.4069,20.657,Serbia,Asia
1020,point,-999,3040,27712,245,2004,42.46,20.52,Serbia,Asia
1021,point,-999,3040,27712,331,2004,42.5,20.82,Serbia,Asia
1022,point,-999,3040,27712,332,2004,42.2161,20.7432,Serbia,Asia
1023,point,-999,3040,27712,620,2004,42.4129,20.7944,Serbia,Asia
1024,point,-999,3040,27712,334,2004,43.1052,20.8469,Serbia,Asia
1025,point,-999,3040,27712,623,2004,42.7445,20.7913,Serbia,Asia
1026,point,-999,3040,27712,333,2004,42.7202,20.4014,Serbia,Asia
1027,polygon,2,2274,23638,618,2004,42.6211,20.5751,Serbia,Asia
1028,point,-999,3040,27711,218,2004,42.6739,21.1637,Serbia,Asia
1029,point,-999,3040,27711,617,2004,42.5037,21.1429,Serbia,Asia
1030,point,-999,3040,27716,1040947,2004,42.3587,20.8257,Serbia,Asia
1031,point,-999,3040,27716,288,2004,-26.15,26.16,South Africa,Africa
1032,point,-999,3040,27716,535,2004,38.0944,69.3321,Tajikistan,Asia
1033,point,-999,3040,27716,1199,2004,38.03,69.58,Tajikistan,Asia
1034,point,-999,3040,27716,1155,2004,38.3075,69.6721,Tajikistan,Asia
1035,point,-999,3040,27716,1209,2004,38.5525,69.0195,Tajikistan,Asia
1036,polygon,2,714,11964,1194,2004,38.44,68.78,Tajikistan,Asia
1037,point,-999,3040,27715,537,2004,38.5093,68.2241,Tajikistan,Asia
1038,point,-999,3040,27715,2056812,2004,36.8934,30.6965,Turkey,Europe
1039,point,-999,3019,27483,460,2004,39.924,44.0435,Turkey,Europe
1040,point,-999,3019,27485,605,2004,40.5542,34.9529,Turkey,Europe
1041,point,-999,3047,27803,936,2004,40.4031,34.6684,Turkey,Europe
1042,point,-999,3024,27546,951,2004,40.511,35.0144,Turkey,Europe
1043,point,-999,3024,27546,960,2004,40.6284,35.0217,Turkey,Europe
1044,polygon,2,3436,68809,958,2004,40.621,35.3856,Turkey,Europe
1045,polygon,2,3082,28225,848,2004,39.9902,34.3068,Turkey,Europe
1046,polygon,2,3082,28225,918,2004,40.32,34.3359,Turkey,Europe
1047,polygon,2,3082,28225,922,2004,40.3277,34.4919,Turkey,Europe
1048,polygon,2,3082,28225,972,2004,41.0505,34.9242,Turkey,Europe
1049,polygon,2,3095,28359,81,2004,40.912,38.3904,Turkey,Europe
1050,polygon,2,3087,28279,920,2004,40.3218,38.7409,Turkey,Europe
1051,point,-999,3049,27832,885,2004,40.1534,38.6596,Turkey,Europe
1052,point,-999,3049,27832,519,2004,40.3279,36.5436,Turkey,Europe
1053,point,-999,3049,27832,864,2004,40.0496,36.5297,Turkey,Europe
1054,point,-999,33112,41065,865,2004,40.0499,36.4757,Turkey,Europe
1055,point,-999,33112,41065,872,2004,40.0888,36.515,Turkey,Europe
1056,point,-999,33112,41065,879,2004,40.1264,36.5154,Turkey,Europe
1057,point,-999,33112,41065,893,2004,40.1974,36.4534,Turkey,Europe
1058,point,-999,33112,41065,897,2004,40.2201,36.4428,Turkey,Europe
1059,point,-999,3049,27832,898,2004,40.2272,36.5295,Turkey,Europe
1060,point,-999,3049,27832,908,2004,40.2874,36.5193,Turkey,Europe
1061,point,-999,3049,27821,909,2004,40.2877,36.4652,Turkey,Europe
1062,point,-999,3049,27821,928,2004,40.3674,36.4746,Turkey,Europe
1063,point,-999,3049,27823,929,2004,40.3693,36.6613,Turkey,Europe
1064,point,-999,3049,27823,931,2004,40.3791,36.7721,Turkey,Europe
1065,polygon,2,3087,28279,934,2004,40.3837,36.5247,Turkey,Europe
1066,polygon,2,3087,28279,940,2004,40.4283,36.6121,Turkey,Europe
1067,point,-999,3089,28295,943,2004,40.4515,36.7493,Turkey,Europe
1068,point,-999,3089,28295,949,2004,40.4802,36.4758,Turkey,Europe
1069,point,-999,3089,28295,953,2004,40.5279,36.7896,Turkey,Europe
1070,point,-999,3089,28295,866,2004,40.0672,36.3096,Turkey,Europe
1071,point,-999,3089,28295,871,2004,40.0872,36.1671,Turkey,Europe
1072,point,-999,3089,28295,878,2004,40.1245,36.2754,Turkey,Europe
1073,point,-999,3089,28295,880,2004,40.1352,36.2236,Turkey,Europe
1074,point,-999,3089,28295,890,2004,40.182,36.133,Turkey,Europe
1075,point,-999,3089,28295,891,2004,40.1833,36.2261,Turkey,Europe
1076,point,-999,3089,28295,894,2004,40.2053,36.3777,Turkey,Europe
1077,point,-999,3089,28295,899,2004,40.2437,36.1615,Turkey,Europe
1078,point,-999,3089,28295,901,2004,40.2509,36.2482,Turkey,Europe
1079,point,-999,3089,28295,903,2004,40.2673,36.2981,Turkey,Europe
1080,point,-999,3089,28295,904,2004,40.2768,37.2691,Turkey,Europe
1081,point,-999,3089,28295,911,2004,40.297,36.8858,Turkey,Europe
1082,point,-999,3089,28295,912,2004,40.2984,37.0723,Turkey,Europe
1083,point,-999,3089,28295,913,2004,40.3066,36.9966,Turkey,Europe
1084,point,-999,3089,28295,916,2004,40.3172,36.7972,Turkey,Europe
1085,point,-999,3089,28295,919,2004,40.3205,37.1161,Turkey,Europe
1086,point,-999,3089,28295,925,2004,40.332,37.01,Turkey,Europe
1087,point,-999,3089,28295,930,2004,40.3746,36.9653,Turkey,Europe
1088,point,-999,3089,28295,932,2004,40.3827,36.8894,Turkey,Europe
1089,point,-999,3089,28295,945,2004,40.4563,36.9059,Turkey,Europe
1090,point,-999,3089,28295,902,2004,40.2638,37.4833,Turkey,Europe
1091,point,-999,3089,28295,910,2004,40.2915,37.4277,Turkey,Europe
1092,point,-999,3089,28295,914,2004,40.3102,37.5019,Turkey,Europe
1093,point,-999,3089,28295,917,2004,40.3199,37.3178,Turkey,Europe
1094,point,-999,3089,28295,921,2004,40.3227,37.1942,Turkey,Europe
1095,point,-999,3089,28295,924,2004,40.3288,37.5761,Turkey,Europe
1096,point,-999,3089,28295,933,2004,40.383,37.1847,Turkey,Europe
1097,point,-999,3089,28295,938,2004,40.4098,37.4785,Turkey,Europe
1098,point,-999,3089,28295,941,2004,40.4531,37.3796,Turkey,Europe
1099,point,-999,3089,28295,946,2004,40.463,37.4364,Turkey,Europe
1100,point,-999,3089,28295,950,2004,40.4992,37.546,Turkey,Europe
1101,point,-999,3089,28295,2057557,2004,40.118,36.2957,Turkey,Europe
1102,point,-999,3089,28295,810,2004,40.3928,36.0689,Turkey,Europe
1103,polygon,2,3087,28279,926,2004,40.3368,36.1967,Turkey,Europe
1104,polygon,2,702,11851,942,2004,40.4456,35.9713,Turkey,Europe
1105,polygon,2,712,11944,948,2004,40.4702,36.3648,Turkey,Europe
1106,polygon,2,1340,16689,954,2004,40.5411,36.3023,Turkey,Europe
1107,point,-999,3089,28292,812,2004,40.3148,35.8821,Turkey,Europe
1108,point,-999,3089,28292,875,2004,40.1146,35.6247,Turkey,Europe
1109,point,-999,3089,28292,876,2004,40.1192,35.7414,Turkey,Europe
1110,point,-999,3089,28292,884,2004,40.152,36.1112,Turkey,Europe
1111,point,-999,3089,28292,888,2004,40.1626,36.0594,Turkey,Europe
1112,point,-999,3089,28292,892,2004,40.1868,35.6548,Turkey,Europe
1113,point,-999,3089,28292,896,2004,40.217,35.947,Turkey,Europe
1114,polygon,2,1340,16689,927,2004,40.3524,35.7737,Turkey,Europe
1115,point,-999,3089,28292,850,2004,39.9935,36.2939,Turkey,Europe
1116,point,-999,3089,28292,859,2004,40.0371,36.2877,Turkey,Europe
1117,point,-999,3089,28292,851,2004,39.9986,36.0868,Turkey,Europe
1118,point,-999,3089,28292,856,2004,40.0376,36.1258,Turkey,Europe
1119,point,-999,3089,28292,858,2004,40.0348,36.0481,Turkey,Europe
1120,point,-999,3089,28292,870,2004,40.083,35.9964,Turkey,Europe
1121,point,-999,3089,28292,803,2004,40.5974,36.9453,Turkey,Europe
1122,polygon,2,703,11864,455,2004,40.2548,40.2243,Turkey,Europe
1123,polygon,2,703,11864,905,2004,40.282,41.5315,Turkey,Europe
1124,polygon,2,1444,17505,838,2004,39.9074,41.2651,Turkey,Europe
1125,point,-999,3089,28297,959,2004,40.6265,42.3357,Turkey,Europe
1126,point,-999,3089,28297,962,2004,40.6666,42.2851,Turkey,Europe
1127,point,-999,3089,28297,837,2004,39.879,42.1669,Turkey,Europe
1128,point,-999,3089,28297,868,2004,40.0769,41.97,Turkey,Europe
1129,point,-999,3089,28297,874,2004,40.1071,42.3152,Turkey,Europe
1130,point,-999,3089,28297,939,2004,40.4197,41.8943,Turkey,Europe
1131,polygon,2,1444,17505,952,2004,40.5276,41.9744,Turkey,Europe
1132,polygon,2,1444,17505,957,2004,40.6146,42.0483,Turkey,Europe
1133,point,-999,3089,28291,963,2004,40.7435,41.8357,Turkey,Europe
1134,point,-999,3089,28291,937,2004,40.4034,35.6368,Turkey,Europe
1135,point,-999,3089,28291,82,2004,40.4383,39.508,Turkey,Europe
1136,point,-999,3089,28291,468,2004,40.128,39.4387,Turkey,Europe
1137,point,-999,3089,28291,882,2004,40.146,39.2868,Turkey,Europe
1138,point,-999,3089,28291,947,2004,40.4684,37.9126,Turkey,Europe
1139,point,-999,3089,28291,1047,2004,38.415,27.145,Turkey,Europe
1140,point,-999,3089,28291,961,2004,40.6311,41.3687,Turkey,Europe
1141,point,-999,3089,28291,965,2004,40.8694,41.7161,Turkey,Europe
1142,point,-999,3089,28291,80,2004,41.1797,41.8174,Turkey,Europe
1143,point,-999,3089,28291,973,2004,41.1568,41.7959,Turkey,Europe
1144,point,-999,3089,28291,842,2004,39.9219,35.5628,Turkey,Europe
1145,point,-999,3089,28291,844,2004,39.9574,35.3621,Turkey,Europe
1146,point,-999,3089,28291,847,2004,39.9801,35.4051,Turkey,Europe
1147,point,-999,3089,28291,849,2004,39.9911,35.569,Turkey,Europe
1148,point,-999,3089,28291,853,2004,40.0056,35.3639,Turkey,Europe
1149,point,-999,3089,28291,854,2004,40.0163,35.42,Turkey,Europe
1150,point,-999,3089,28291,863,2004,40.0815,35.6334,Turkey,Europe
1151,point,-999,3089,28291,867,2004,40.0705,35.4153,Turkey,Europe
1152,point,-999,3089,28291,873,2004,40.1006,35.4367,Turkey,Europe
1153,polygon,2,1444,17505,2056781,2004,39.9216,32.8566,Turkey,Europe
1154,polygon,2,708,11907,886,2004,40.156,35.3628,Turkey,Europe
1155,polygon,2,3039,27701,833,2004,39.8077,35.1868,Turkey,Europe
1156,polygon,2,717,11994,841,2004,39.9215,35.4012,Turkey,Europe
1157,point,-999,3089,28298,821,2004,39.6753,35.7205,Turkey,Europe
1158,point,-999,3089,28298,822,2004,39.6753,35.8815,Turkey,Europe
1159,point,-999,3089,28298,824,2004,39.7189,35.6603,Turkey,Europe
1160,point,-999,3089,28298,836,2004,39.8785,35.8386,Turkey,Europe
1161,point,-999,3089,28298,846,2004,39.9732,35.9659,Turkey,Europe
1162,point,-999,3089,28298,964,2004,40.8516,33.4288,Turkey,Europe
1163,point,-999,3089,28298,966,2004,40.8752,33.6664,Turkey,Europe
1164,point,-999,3089,28298,967,2004,40.8957,33.5453,Turkey,Europe
1165,point,-999,3089,28298,968,2004,40.9436,33.6159,Turkey,Europe
1166,point,-999,3089,28298,970,2004,40.9709,33.5426,Turkey,Europe
1167,point,-999,3089,28298,971,2004,40.9846,33.6386,Turkey,Europe
1168,point,-999,3089,28298,703,2004,41.3523,36.2322,Turkey,Europe
1169,point,-999,3089,28298,817,2004,39.2792,33.9137,Turkey,Europe
1170,point,-999,3089,28298,2057579,2004,41.0021,39.7182,Turkey,Europe
1171,point,-999,3089,28298,461,2004,40.61,43.098,Turkey,Europe
1172,point,-999,3089,28298,456,2004,39.7442,39.4972,Turkey,Europe
1173,point,-999,3089,28298,829,2004,39.7667,38.5092,Turkey,Europe
1174,point,-999,3089,28298,820,2004,39.664,39.6712,Turkey,Europe
1175,point,-999,3089,28298,823,2004,39.6971,37.299,Turkey,Europe
1176,point,-999,3089,28298,825,2004,39.7513,37.0036,Turkey,Europe
1177,point,-999,3089,28298,835,2004,39.8736,37.1157,Turkey,Europe
1178,point,-999,3089,28298,826,2004,39.7531,36.1739,Turkey,Europe
1179,polygon,2,3089,28292,827,2004,39.7542,36.3201,Turkey,Europe
1180,polygon,2,3089,28292,830,2004,39.7721,36.3546,Turkey,Europe
1181,point,-999,3089,28300,831,2004,39.7773,36.7632,Turkey,Europe
1182,point,-999,3089,28300,834,2004,39.8214,36.7036,Turkey,Europe
1183,point,-999,3089,28300,843,2004,39.9454,36.2914,Turkey,Europe
1184,point,-999,3089,28300,845,2004,39.96,36.6646,Turkey,Europe
1185,point,-999,3089,28300,862,2004,40.041,36.7131,Turkey,Europe
1186,point,-999,3089,28300,881,2004,40.1417,36.7275,Turkey,Europe
1187,point,-999,3089,28300,883,2004,40.1486,36.8141,Turkey,Europe
1188,point,-999,3089,28300,889,2004,40.1676,36.888,Turkey,Europe
1189,point,-999,3089,28300,877,2004,40.1234,38.2798,Turkey,Europe
1190,point,-999,3089,28300,887,2004,40.1561,38.0474,Turkey,Europe
1191,polygon,2,3089,28292,840,2004,39.9211,37.3193,Turkey,Europe
1192,polygon,2,3089,28292,861,2004,40.0381,37.4775,Turkey,Europe
1193,point,-999,3089,28302,906,2004,40.283,37.9304,Turkey,Europe
1194,point,-999,3089,28302,907,2004,40.2847,38.0085,Turkey,Europe
1195,point,-999,3089,28302,828,2004,39.7622,38.2767,Turkey,Europe
1196,point,-999,3089,28302,832,2004,39.8075,38.3495,Turkey,Europe
1197,point,-999,3089,28302,818,2004,39.3314,36.2997,Turkey,Europe
1198,point,-999,3089,28302,819,2004,39.6537,36.1991,Turkey,Europe
1199,point,-999,3089,28302,855,2004,40.021,38.7272,Turkey,Europe
1200,point,-999,3089,28302,857,2004,40.032,38.637,Turkey,Europe
1201,point,-999,3089,28302,839,2004,39.9138,37.7652,Turkey,Europe
1202,point,-999,3089,28302,852,2004,39.9995,37.77,Turkey,Europe
1203,point,-999,3089,28302,895,2004,40.215,37.534,Turkey,Europe
1204,point,-999,3089,28302,900,2004,40.2475,37.5804,Turkey,Europe
1205,point,-999,3089,28302,974,2004,41.3528,32.8319,Turkey,Europe
1206,point,-999,3089,28302,969,2004,40.9554,32.6359,Turkey,Europe
1207,point,-999,3089,28302,816,2004,39.2499,41.3444,Turkey,Europe
1208,point,-999,3089,28302,2033160,2005,42.2097,20.3803,Albania,Europe
1209,polygon,2,1012352,1001941,2033209,2005,42.0679,20.4217,Albania,Europe
1210,polygon,2,3089,28299,1015873,2005,42.2122,20.381,Albania,Europe
1211,polygon,2,3089,28299,108,2005,42.1436,24.7501,Bulgaria,Europe
1212,point,-999,3089,28301,37,2005,34.64,50.88,Iran  (Islamic Republic of),Asia
1213,point,-999,3089,28301,407,2005,30.278,57.063,Iran  (Islamic Republic of),Asia
1214,point,-999,3089,28301,411,2005,36.6684,48.4861,Iran  (Islamic Republic of),Asia
